target_domain,repeat,seed,epoch,split,loss,acc,precision,recall,f1
逆光,3,2,1,train,18.224293554982832,0.13709677419354838,0.07716862882965493,0.09967281947114086,0.07414999736803375
逆光,3,2,1,source_val,2.3473341622705126,0.19066147859922178,0.03534175574991902,0.11212557603686636,0.04720859497645212
逆光,3,2,1,target_test,2.475531307426659,0.16216216216216217,0.025,0.1,0.04
逆光,3,2,2,train,15.51258296351279,0.2006048387096774,0.15925778888781836,0.13954440968719825,0.1135495466863025
逆光,3,2,2,source_val,2.011716857494547,0.29571984435797666,0.1751832572528751,0.22934273585364665,0.16574429700996116
逆光,3,2,2,target_test,2.50642364733928,0.16216216216216217,0.0303030303030303,0.09090909090909091,0.045454545454545456
逆光,3,2,3,train,-55.40557393720073,0.25201612903225806,0.19229773255058732,0.20131492224561323,0.18926959254958908
逆光,3,2,3,source_val,8.666851281192052,0.23735408560311283,0.17404710209546556,0.20267134459242755,0.13759078884078885
逆光,3,2,3,target_test,24.461339099987132,0.10810810810810811,0.05694444444444444,0.06666666666666667,0.05824175824175824
逆光,3,2,4,train,-23157.656919910063,0.1310483870967742,0.10660750127455011,0.1108421253985266,0.09417556378743437
逆光,3,2,4,source_val,51.579382336093296,0.0933852140077821,0.023961794019933556,0.09761904761904762,0.03059434300035804
逆光,3,2,4,target_test,105.95336996542441,0.02702702702702703,0.0029411764705882353,0.1,0.005714285714285715
逆光,3,2,5,train,-411778.2347530242,0.0907258064516129,0.07972287780520629,0.1023480420680847,0.07300656729978032
逆光,3,2,5,source_val,8.298364297889085,0.12062256809338522,0.02194235923230322,0.10476190476190476,0.033694083694083686
逆光,3,2,5,target_test,14.110673053844556,0.05405405405405406,0.014285714285714285,0.05,0.022222222222222223
逆光,3,2,6,train,-2246797.216733871,0.07762096774193548,0.14682867554061296,0.10329560656483691,0.057439618824352764
逆光,3,2,6,source_val,2.6420426192450615,0.038910505836575876,0.0027793218454697055,0.07142857142857142,0.005350454788657035
逆光,3,2,6,target_test,2.6375517265216724,0.10810810810810811,0.012012012012012012,0.1111111111111111,0.02168021680216802
逆光,3,2,7,train,-7346997.052419355,0.04032258064516129,0.00290065264684554,0.07142857142857142,0.005574912891986063
逆光,3,2,7,source_val,2.640975181230775,0.038910505836575876,0.0027793218454697055,0.07142857142857142,0.005350454788657035
逆光,3,2,7,target_test,2.636420997413429,0.10810810810810811,0.012012012012012012,0.1111111111111111,0.02168021680216802
逆光,3,2,8,train,-18298227.241935484,0.04032258064516129,0.002888920988010978,0.07142857142857142,0.005553241704845203
逆光,3,2,8,source_val,2.6399343663152552,0.038910505836575876,0.0027793218454697055,0.07142857142857142,0.005350454788657035
逆光,3,2,8,target_test,2.635455969217661,0.10810810810810811,0.012012012012012012,0.1111111111111111,0.02168021680216802
逆光,3,2,9,train,-41011182.838709675,0.0625,0.00926089325036637,0.0842436974789916,0.016465994793146834
逆光,3,2,9,source_val,2.6389689825852094,0.06614785992217899,0.004724847137298499,0.07142857142857142,0.008863399374348279
逆光,3,2,9,target_test,2.6344138544958993,0.10810810810810811,0.012012012012012012,0.1111111111111111,0.02168021680216802
逆光,3,2,10,train,-78114888.38709678,0.06854838709677419,0.004896313364055299,0.07142857142857142,0.0091644204851752
逆光,3,2,10,source_val,2.6379473413474828,0.06614785992217899,0.004724847137298499,0.07142857142857142,0.008863399374348279
逆光,3,2,10,target_test,2.6332713333336084,0.10810810810810811,0.012012012012012012,0.1111111111111111,0.02168021680216802
逆光,3,2,11,train,-138227314.06451613,0.06854838709677419,0.004901254144442842,0.07142857142857142,0.009173074328881694
逆光,3,2,11,source_val,2.636977998199166,0.06614785992217899,0.004724847137298499,0.07142857142857142,0.008863399374348279
逆光,3,2,11,target_test,2.6322758906596415,0.10810810810810811,0.012012012012012012,0.1111111111111111,0.02168021680216802
逆光,3,2,12,train,-229656906.58064517,0.06854838709677419,0.004906204906204906,0.07142857142857142,0.009181744531460978
逆光,3,2,12,source_val,2.636033258549434,0.06614785992217899,0.004724847137298499,0.07142857142857142,0.008863399374348279
