target_domain,repeat,seed,epoch,split,loss,acc,precision,recall,f1
逆光,4,3,1,train,17.958679137691373,0.15423387096774194,0.08918382477190477,0.09870086450312018,0.0745470089683787
逆光,4,3,1,source_val,2.338277220262164,0.1556420233463035,0.03135461784343024,0.09179421768707484,0.03865182436611008
逆光,4,3,1,target_test,2.5224825820407353,0.16216216216216217,0.02727272727272727,0.1,0.04285714285714286
逆光,4,3,2,train,15.35495779591222,0.21875,0.1730076904000868,0.1587350799128912,0.1362590830340395
逆光,4,3,2,source_val,1.82470618426104,0.38132295719844356,0.2307617587978119,0.2752709334354089,0.22568759344595676
逆光,4,3,2,target_test,2.578866501112242,0.16216216216216217,0.07348484848484849,0.07638888888888888,0.07436204146730462
逆光,4,3,3,train,-30.724922864667832,0.26713709677419356,0.2333838651583558,0.2135175440165504,0.2044305413341459
逆光,4,3,3,source_val,10.98049273286812,0.2140077821011673,0.0774035709157831,0.16787599655246715,0.0948901081468186
逆光,4,3,3,target_test,18.856637439212285,0.10810810810810811,0.01818181818181818,0.1,0.03076923076923077
逆光,4,3,4,train,-23346.26752841088,0.11290322580645161,0.09457189868408301,0.09952723602696181,0.09301202737765288
逆光,4,3,4,source_val,24.77127496741625,0.10894941634241245,0.02223313439601118,0.10259103641456582,0.03197527110570589
逆光,4,3,4,target_test,8.696648056442672,0.16216216216216217,0.051515151515151514,0.1,0.06666666666666668
逆光,4,3,5,train,-411490.6597782258,0.10584677419354839,0.09686189617716803,0.09840617254953361,0.08950420269410087
逆光,4,3,5,source_val,11.661182766294665,0.14396887159533073,0.06888337547678207,0.10549748125056475,0.06828156482534363
逆光,4,3,5,target_test,2.6443794675775476,0.05405405405405406,0.007142857142857143,0.05,0.0125
逆光,4,3,6,train,-2374048.8649193547,0.10786290322580645,0.05759481285441089,0.0703528414332623,0.03772501847033393
逆光,4,3,6,source_val,2.637944079558673,0.12062256809338522,0.008615897720956087,0.07142857142857142,0.015376984126984128
逆光,4,3,6,target_test,2.6395626970239587,0.16216216216216217,0.018018018018018018,0.1111111111111111,0.031007751937984496
逆光,4,3,7,train,-7571751.705645162,0.11995967741935484,0.008585858585858586,0.07083333333333333,0.015315315315315313
逆光,4,3,7,source_val,2.6369340364107363,0.12062256809338522,0.008615897720956087,0.07142857142857142,0.015376984126984128
逆光,4,3,7,target_test,2.6385030424272693,0.16216216216216217,0.018018018018018018,0.1111111111111111,0.031007751937984496
逆光,4,3,8,train,-19358214.83870968,0.12096774193548387,0.008693132425383946,0.07142857142857142,0.015499870834409712
