target_domain,repeat,seed,epoch,split,loss,acc,precision,recall,f1
黑天,3,2,1,train,18.224293554982832,0.13709677419354838,0.07716862882965493,0.09967281947114086,0.07414999736803375
黑天,3,2,1,source_val,2.3473341622705126,0.19066147859922178,0.03534175574991902,0.11212557603686636,0.04720859497645212
黑天,3,2,1,target_test,2.5820452054341634,0.06666666666666667,0.008333333333333333,0.125,0.015625
黑天,3,2,2,train,15.51258296351279,0.2006048387096774,0.15925778888781836,0.13954440968719825,0.1135495466863025
黑天,3,2,2,source_val,2.011716857494547,0.29571984435797666,0.1751832572528751,0.22934273585364665,0.16574429700996116
黑天,3,2,2,target_test,2.616355578104655,0.075,0.10754716981132076,0.10434782608695652,0.022368421052631576
黑天,3,2,3,train,-55.40557393720073,0.25201612903225806,0.19229773255058732,0.20131492224561323,0.18926959254958908
黑天,3,2,3,source_val,8.666851281192052,0.23735408560311283,0.17404710209546556,0.20267134459242755,0.13759078884078885
黑天,3,2,3,target_test,4.196992953618367,0.175,0.11450862570265556,0.11753019707565163,0.10391758778855555
黑天,3,2,4,train,-23157.656919910063,0.1310483870967742,0.10660750127455011,0.1108421253985266,0.09417556378743437
黑天,3,2,4,source_val,51.579382336093296,0.0933852140077821,0.023961794019933556,0.09761904761904762,0.03059434300035804
黑天,3,2,4,target_test,6.326748402913411,0.0,0.0,0.0,0.0
黑天,3,2,5,train,-411778.2347530242,0.0907258064516129,0.07972287780520629,0.1023480420680847,0.07300656729978032
黑天,3,2,5,source_val,8.298364297889085,0.12062256809338522,0.02194235923230322,0.10476190476190476,0.033694083694083686
黑天,3,2,5,target_test,4.818924363454183,0.26666666666666666,0.04776119402985075,0.07804878048780488,0.059259259259259255
黑天,3,2,6,train,-2246797.216733871,0.07762096774193548,0.14682867554061296,0.10329560656483691,0.057439618824352764
黑天,3,2,6,source_val,2.6420426192450615,0.038910505836575876,0.0027793218454697055,0.07142857142857142,0.005350454788657035
黑天,3,2,6,target_test,2.623677635192871,0.0,0.0,0.0,0.0
黑天,3,2,7,train,-7346997.052419355,0.04032258064516129,0.00290065264684554,0.07142857142857142,0.005574912891986063
黑天,3,2,7,source_val,2.640975181230775,0.038910505836575876,0.0027793218454697055,0.07142857142857142,0.005350454788657035
黑天,3,2,7,target_test,2.622579574584961,0.0,0.0,0.0,0.0
黑天,3,2,8,train,-18298227.241935484,0.04032258064516129,0.002888920988010978,0.07142857142857142,0.005553241704845203
黑天,3,2,8,source_val,2.6399343663152552,0.038910505836575876,0.0027793218454697055,0.07142857142857142,0.005350454788657035
黑天,3,2,8,target_test,2.6215306440989177,0.0,0.0,0.0,0.0
黑天,3,2,9,train,-41011182.838709675,0.0625,0.00926089325036637,0.0842436974789916,0.016465994793146834
黑天,3,2,9,source_val,2.6389689825852094,0.06614785992217899,0.004724847137298499,0.07142857142857142,0.008863399374348279
黑天,3,2,9,target_test,2.620499118169149,0.3416666666666667,0.042708333333333334,0.125,0.06366459627329192
黑天,3,2,10,train,-78114888.38709678,0.06854838709677419,0.004896313364055299,0.07142857142857142,0.0091644204851752
黑天,3,2,10,source_val,2.6379473413474828,0.06614785992217899,0.004724847137298499,0.07142857142857142,0.008863399374348279
黑天,3,2,10,target_test,2.619305229187012,0.3416666666666667,0.042708333333333334,0.125,0.06366459627329192
黑天,3,2,11,train,-138227314.06451613,0.06854838709677419,0.004901254144442842,0.07142857142857142,0.009173074328881694
黑天,3,2,11,source_val,2.636977998199166,0.06614785992217899,0.004724847137298499,0.07142857142857142,0.008863399374348279
黑天,3,2,11,target_test,2.6183725674947103,0.3416666666666667,0.042708333333333334,0.125,0.06366459627329192
黑天,3,2,12,train,-229656906.58064517,0.06854838709677419,0.004906204906204906,0.07142857142857142,0.009181744531460978
黑天,3,2,12,source_val,2.636033258549434,0.06614785992217899,0.004724847137298499,0.07142857142857142,0.008863399374348279
黑天,3,2,12,target_test,2.6174890995025635,0.3416666666666667,0.042708333333333334,0.125,0.06366459627329192
黑天,3,2,13,train,-363915089.5483871,0.06854838709677419,0.004906204906204906,0.07142857142857142,0.009181744531460978
黑天,3,2,13,source_val,2.6350649154603714,0.06614785992217899,0.004724847137298499,0.07142857142857142,0.008863399374348279
黑天,3,2,13,target_test,2.6164733091990153,0.3416666666666667,0.042708333333333334,0.125,0.06366459627329192
黑天,3,2,14,train,-530254145.0322581,0.11290322580645161,0.010921556122448979,0.06803221288515406,0.017939449641965484
黑天,3,2,14,source_val,2.634087887255598,0.12062256809338522,0.008615897720956087,0.07142857142857142,0.015376984126984128
黑天,3,2,14,target_test,2.6154755115509034,0.21666666666666667,0.027083333333333334,0.125,0.04452054794520548
黑天,3,2,15,train,-783432249.8064516,0.12096774193548387,0.008640552995391706,0.07142857142857142,0.01541623843782117
黑天,3,2,15,source_val,2.633128750648944,0.12062256809338522,0.008615897720956087,0.07142857142857142,0.015376984126984128
黑天,3,2,15,target_test,2.6145172754923505,0.21666666666666667,0.027083333333333334,0.125,0.04452054794520548
